crop,production1000tonnes,statename,nitrogenconsumptiontonnes,phosphateconsumptiontonnes,potashconsumptiontonnes,districtname,totalRainfall,totalAreaNew,irrigatedAreaNew,unirrigatedArea,soilCondition,log_production,log_area,log_nitrogen,log_phosphate,log_potash,log_irrigated_area,log_unirrigated_area
Maize,18.09,Chhattisgarh,91447,53486,16993,Durg,841.829998,10.25,2.473,7.777,0.0,2.895359299407204,2.327277705584417,11.42351484846955,10.887175216396335,9.740556773534106,0.9054319885392791,2.051170659712806
Maize,120.22,Chhattisgarh,21279,12584,4271,Bastar,884.62999,42.939999,11.145,31.794999,0.0,4.789323397611016,3.7598037691623256,9.965475949870196,9.440181444738114,8.359603270841466,2.410990966837832,3.4593090132678848
Maize,13.67,Chhattisgarh,92008,47721,15054,Raipur,667.999988,7.1300001,2.4630001,4.667,0.0,2.6152036507358583,1.96431124845145,11.429630808772417,10.77312683156647,9.619399015594476,0.9013801597392932,1.5405164669676785
Maize,15.83,Chhattisgarh,72926,29713,6915,Bilaspur,624.6899999999999,8.6100001,1.017999999,7.592000101000001,0.390813256,2.761906873892921,2.1529243300540415,11.197200507360451,10.299339939461232,8.841448244098858,0.017839917146012664,2.027095074611104
Maize,15.81,Chhattisgarh,31282,13620,3707,Raigarh,587.5699999999999,7.29,1.056000002,6.233999998,0.0,2.7606426512213806,1.986503546020567,10.350798131234187,9.519294579703503,8.217978203150732,0.054488187178009115,1.8300181810243241
Maize,123.33,Chhattisgarh,21139,11878,4438,Surguja,540.769989,49.400002,1.28,48.120002,0.0,4.814863689577897,3.899950464679706,9.958874954615686,9.382443228575806,8.39795910349254,0.2468600779315258,3.873697932669237
Maize,35.380001,Madhya Pradesh,62230,30800,2116,Jabalpur,796.930001,14.9,1.11,13.790000000000001,0.0,3.566146716996195,2.7013612129514133,11.038592477563263,10.335269968961667,7.65728279297819,0.10436001532424286,2.6239436918052106
Maize,29.370001,Madhya Pradesh,18299,10688,575,Balaghat,945.309988,11.04,1.0,10.04,0.0,3.3799737792588767,2.401525040848949,9.814601692527686,9.276876895776427,6.354370040797351,0.0,2.306577114263583
Maize,1326.45,Madhya Pradesh,57518,20108,6518,Chhindwara,929.4757500000001,264.5,1.0,263.5,0.0,7.190261479689854,5.577841251298354,10.959853221275816,9.908873024812467,8.782322859397507,0.0,5.574053367981417
Maize,8.8400002,Madhya Pradesh,21631,10429,2037,Narsinghpur,794.97,6.0,1.0,5.0,0.0,2.1792868992739862,1.791759469228055,9.981882749963502,9.252345666121213,7.619233416226805,0.0,1.6094379124341003
Maize,462.56,Madhya Pradesh,48504,13250,1833,Seoni / Shivani,868.1099889999999,100.699997,1.34999999,99.34999701,0.0,6.1367762782680355,4.612145769933056,10.789401547751567,9.491752831414368,7.513709247839705,0.3001045850429306,4.598648938902204
Maize,113.89,Madhya Pradesh,11207,4172,136,Mandla,885.87001,48.5,1.0,47.5,0.0,4.7352330702862595,3.8815637979434374,9.324293862052029,8.336150816120663,4.912654885736052,0.0,3.8607297110405954
Maize,3.78,Madhya Pradesh,20399,17510,506,Sagar,841.0000097,4.5999999,1.0,3.5999999000000003,0.026945804,1.3297240096314962,1.5260562817559187,9.923241159022965,9.770527425279898,6.226536669287466,0.0,1.2809338176842862
Maize,9.7399998,Madhya Pradesh,10634,9534,115,Damoh,722.479992,6.0799999,1.0,5.0799999,0.0,2.2762410971205624,1.805004679530707,9.271811694064283,9.162619635764772,4.74493212836325,0.0,1.6253112419053508
Maize,1.79,Madhya Pradesh,8357,3862,98,Tikamgarh,579.700016,2.7,1.0,1.7000000000000002,0.0,0.5822156198526637,0.9932517730102834,9.030854790001436,8.258940462988459,4.584967478670572,0.0,0.5306282510621705
Maize,0.93000001,Madhya Pradesh,14565,11159,140,Chhatarpur,651.5999883,2.1,1.0,1.1,0.028967587,-0.07257068208214733,0.7419373447293773,9.586376669393536,9.320001626185702,4.941642422609304,0.0,0.09531017980432493
Maize,3.51,Madhya Pradesh,6615,4493,54,Panna,782.9400018,3.5999999,1.0,2.5999999,0.097995568,1.2556160374777743,1.2809338176842862,8.797095076549056,8.41027590907016,3.9889840465642745,0.0,0.9555114065658971
Maize,1.8200001,Madhya Pradesh,26124,11848,200,Rewa,736.419998,3.1800001,1.0,2.1800001,0.0,0.5988365560337574,1.1568812282386258,10.170609711022548,9.379914355947635,5.298317366548036,0.0,0.7793249226725563
Maize,100.02,Madhya Pradesh,10828,4735,39,Sidhi,753.210007,39.099998,1.0,38.099998,0.0,4.605370165990758,3.6661224158404235,9.289890650734192,8.462737005620179,3.6635616461296463,0.0,3.6402142296392155
Maize,7.29,Madhya Pradesh,29067,15084,353,Satna,677.6358089,5.1999998,1.0,4.1999998,0.077830968,1.986503546020567,1.6486585871258423,10.277358789053114,9.621389858378247,5.8664680569332965,0.0,1.4350844776702738
Maize,79.209999,Madhya Pradesh,10825,6431,163,Shahdol,713.678392,39.82,5.98,33.84,0.0,4.37210254085152,3.6843692986360503,9.28961355287069,8.768885326134862,5.093750200806762,1.7884205679625405,3.521643534738023
Maize,0.52999997,Madhya Pradesh,27042,12605,467,Gwalior,410.739987,1.2,1.0,0.19999999999999996,7.497097925,-0.6348783290397447,0.1823215567939546,10.205146491918704,9.44184883962202,6.1463292576688975,0.0,-1.6094379124341005
Maize,16.629999,Madhya Pradesh,19578,13081,371,Shivpuri,487.100002,7.5999999,1.0,6.5999999,0.234281321,2.8112082330725436,2.028148234134391,9.882161765821376,9.478916074688227,5.916202062607435,0.0,1.8870696338808646
Maize,87.57,Madhya Pradesh,29620,22561,315,Guna,652.689991,34.119999,1.0,33.119999,0.0,4.472438473534133,3.5298836933151545,10.29620508782179,10.023978030870751,5.752572638825633,0.0,3.500137299323822
Maize,2.52,Madhya Pradesh,21273,7790,249,Datia,410.900781,2.3,1.0,1.2999999999999998,7.39401972,0.9242589015233319,0.8329091229351039,9.965193941972107,8.960596138864794,5.517452896464707,0.0,0.2623642644674909
Maize,7.7600002,Madhya Pradesh,49982,18447,680,Morena,459.31,4.3199999,1.0,3.3199999,1.992025151,2.048982359968323,1.4632553791078706,10.819418219594727,9.82265703462158,6.522092798170152,0.0,1.1999647528079147
Maize,27.75,Madhya Pradesh,39595,20470,5622,Indore,731.3500099,13.2,1.01,12.19,0.046443486,3.3232358401924436,2.580216829592325,10.586458126644512,9.926715678655334,8.634442751466477,0.009950330853168092,2.5006159434931803
Maize,162.0,Madhya Pradesh,35385,17110,4806,Ratlam,811.899987,56.5,1.31,55.19,5.433769244,5.087596335232384,4.034240638152395,10.474043280509886,9.747418366886238,8.477620416296414,0.2700271372130602,4.01078177745141
Maize,8.2200003,Madhya Pradesh,42030,30956,5569,Ujjain,798.9799901,7.46,1.0,6.46,8.159691036,2.106570245564438,2.0095554142156695,10.646138927999163,10.34032212039035,8.624970783589669,0.0,1.8656293177945105
Maize,239.17999,Madhya Pradesh,43079,20401,6526,Mandsaur,933.990002004,74.080002,1.0,73.080002,9.485868506,5.477216364731144,4.305145617335763,10.670790918373239,9.923339198238729,8.783549477153265,0.0,4.291554758877075
Maize,40.029999,Madhya Pradesh,27680,15628,3499,Dewas,651.7000102,14.3,1.0,13.3,1.117636308,3.6896291480232177,2.6602595372658615,10.228465409731605,9.656819456174961,8.160232492367689,0.0,2.5877640352277083
Maize,274.32999,Madhya Pradesh,66096,32417,7376,Dhar,750.01,84.900002,4.99,79.910002,0.253968898,5.614331724814405,4.441474116874428,11.098863509636546,10.386438255536065,8.90598676523643,1.6074359097634274,4.380901026414528
Maize,324.26999,Madhya Pradesh,31046,8329,1223,Jhabua,856.599989,116.22,14.06,102.16,0.118634386,5.781576471257722,4.755484946646959,10.343225254586388,9.02749867993534,7.109062135687172,2.643333886382519,4.626540211724284
Maize,42.639999,Madhya Pradesh,63904,34186,1417,Sehore,808.7699897,18.120001,1.0,17.120001,0.0,3.752792756405431,2.8970163558024695,11.065137236215541,10.439571482516213,7.256297239690681,0.0,2.840247429124809
Maize,11.49,Madhya Pradesh,40839,23884,876,Raisen,861.590001,7.9200001,1.0,6.9200001,0.0,2.4414770918606643,2.069391218452597,10.617392786180583,10.080964057666883,6.775366090936392,0.0,1.9344157840804452
Maize,16.27,Madhya Pradesh,23628,20800,801,Vidisha,793.8000098,7.6199999,1.0,6.6199999,0.0,2.7893229212309465,2.030776356575195,10.070187728427126,9.94270826568941,6.68586094706836,0.0,1.8900953548431765
Maize,318.20001,Madhya Pradesh,32640,10643,1553,Betul,705.200002,81.050003,1.0,80.050003,0.0,5.762680147330462,4.395066285195873,10.393293809078044,9.272657678041044,7.347943823148687,0.0,4.382651476919301
Maize,201.33,Madhya Pradesh,35199,21501,1209,Rajgarh,759.28002,64.91,1.0,63.91,0.0,5.304945352838257,4.173001695045377,10.468772952091733,9.975854724662028,7.097548850614793,0.0,4.157475843662191
Maize,72.730003,Madhya Pradesh,27278,21798,3008,Shajapur,757.5600201,23.42,1.0,22.42,0.0,4.286753995414902,3.1535903581695712,10.21383579548682,9.989573501449257,8.00903068506973,0.0,3.109953417644014
Maize,113.58,Madhya Pradesh,87707,51050,5087,Hoshangabad,853.02,36.25,2.1799999000000003,34.0700001,0.0,4.732507434449286,3.590439381300684,11.381756992734886,10.840560823592812,8.534443544822764,0.779324830929437,3.5284172346080087
Maize,279.5,Andhra Pradesh,55301,19214,13016,Srikakulam,789.180004,52.91,32.614999999999995,20.295,0.0,5.633002292595154,3.9685923569160404,10.920546270529568,9.863394458969683,9.473934648898874,3.4847723052480593,3.010374550290861
Maize,145.24001,Andhra Pradesh,48118,9836,7491,Visakhapatnam,755.9599900000001,26.82,12.145,14.675,0.058204873,4.978387615397689,3.2891478778535324,10.781411606465092,9.193804403336083,8.921457578947884,2.496917562454136,2.68614536571416
Maize,111.51,Andhra Pradesh,84246,30862,28384,East Godavari,924.49415,12.8,12.26,0.5400000000000009,0.0,4.7141142729772705,2.5494451709255714,11.341496369342698,10.33728093263115,10.253580885109306,2.506341930508065,-0.6161861394238153
Maize,427.35999,Andhra Pradesh,106191,49578,46863,West Godavari,860.0089499999999,60.43,60.43,0.0,0.0,6.057626725962175,4.101485670373467,11.572994638436139,10.81130246592924,10.754983730499118,4.101485670373467,-23.025850929940457
Maize,189.85001,Andhra Pradesh,84529,39105,20768,Krishna,705.049998,29.83,26.66,3.169999999999998,11.94890312,5.246234339350973,3.395514598526657,11.344849949733513,10.574005615035713,9.941168619503816,3.2831643147505627,1.1537315878891887
Maize,674.81,Andhra Pradesh,173584,89900,25004,Guntur,600.920012,67.400002,67.002998,0.39700399999999547,16.86394141,6.5144311697677,4.210645047591852,12.064416911062231,11.406453220459712,10.126791091051704,4.204737364658539,-0.9238089227789656
Maize,49.130001,Andhra Pradesh,98386,38207,20817,S.P.S. Nellore,561.730001,8.690000099999999,8.377999800000001,0.31200029999999757,10.1296106,3.894469866534719,2.1621729507847802,11.49665379649533,10.550774023880454,9.94352523956766,2.125609198652797,-1.1647511296346633
Maize,304.70999,Andhra Pradesh,140564,80498,24777,Kurnool,451.870002,56.509998,31.459,25.050998000000003,12.74332121,5.71936047180143,4.034417578249785,11.853418180054248,11.295987618377522,10.117671082478827,3.4486851107295107,3.2209136670566307
Maize,91.580002,Andhra Pradesh,38288,26127,12070,Ananthapur,558.2800070000001,24.27,10.8199997,13.4500003,12.34188169,4.517212929067779,3.18924101973851,10.552891810148154,10.17072454136085,9.398478314091577,2.3813962456919024,2.5989791283526804
Maize,38.349998,Andhra Pradesh,47161,24126,12776,Kadapa YSR,631.950002,4.3699999,4.27,0.09999990000000025,4.378520281,3.6467544756620254,1.4747629862242033,10.761322558837014,10.09104537612533,9.455323689894849,1.451613827240533,-2.302586092994543
Maize,13.86,Andhra Pradesh,43320,15960,8962,Chittoor,579.100001,3.5,2.8,0.7000000000000002,2.652205203,2.6290069937617573,1.252762968495368,10.676369701114927,9.6778408710038,9.100748695346088,1.0296194171811581,-0.3566749439387321
Maize,196.60001,Telangana,29965,15280,10357,Hyderabad,1086.69,77.660004,2.05,75.610004,0.0,5.281171258577765,4.352340375810087,10.307785312892285,9.634300062720511,9.24541789858888,0.7178397931503168,4.325588602473232
Maize,383.45001,Telangana,93054,30033,11208,Nizamabad,820.90002,72.489998,27.34,45.149998,1.724911466,5.949209260289887,4.283448593722774,11.440935248787508,10.310052056087594,9.324383088016843,3.3083508312958037,3.8099902355662048
Maize,360.14999,Telangana,13194,8958,2670,Medak,895.56001,103.9,6.9899998,96.91000020000001,1.005789909,5.886520583569163,4.6434288981051814,9.487517459782817,9.100302266767246,7.8898337513942955,1.9444805276334152,4.573782714810229
Maize,317.10999,Telangana,74046,35010,8556,Mahabubnagar,711.1037600000001,139.08,1.18000001,137.89999999000003,17.58192712,5.759248685305385,4.935049307139661,11.212441800681239,10.463389013948712,9.054388070202297,0.1655144469521497,4.92652878472674
Maize,6.0700002,Telangana,33043,14763,5605,Nalgonda,688.8600200000001,2.7199999999999998,1.039999999,1.6800000009999998,15.80632803,1.8033586380203355,1.000631880307906,10.405565022544408,9.599879329534089,8.63141433550626,0.039220712191742786,0.5187937940104055
Maize,674.20001,Telangana,122203,31481,16202,Warangal,900.51,104.07,25.24,78.83,15.99849189,6.513526817632354,4.6450637496497675,11.713438875336454,10.357139468227567,9.692889970390437,3.228430037673012,4.367293635071817
Maize,251.82001,Telangana,15181,8795,3643,Khammam,855.19999,41.990002,28.16,13.830001999999997,31.33744182,5.528714586284458,3.737431542326489,9.627799924932715,9.081938657171658,8.200562797008564,3.3379025312898416,2.626840290289816
Maize,336.79999,Telangana,12532,5973,1849,Karimnagar,730.300001,66.360001,15.48,50.88000099999999,11.12488977,5.81948925267696,4.195094480391562,9.436040652072082,8.695004592732307,7.522400231387125,2.739548868161581,3.9294699386859544
Maize,225.94,Telangana,59648,13502,6270,Adilabad,718.500009,31.18,2.13,29.05,0.454825911,5.420269477298783,3.4397768636296306,10.996215898045262,9.510593101601815,8.743531633626967,0.7561219797213337,3.3690184832979204
Maize,61.27,Karnataka,37554,15679,5330,Bangalore,799.4599900000001,13.76,3.05,10.71,0.0,4.115290326737563,2.6217658325051976,10.533535176152757,9.66007751636045,8.58110651715989,1.1151415906193203,2.3711778844596574
Maize,265.20001,Karnataka,29931,18362,7165,Kolar,807.569999,60.610001,12.55,48.060001,0.086816909,5.5804842960190975,4.104459912462121,10.306650011581617,9.818038590703646,8.876963340262272,2.529720665577793,3.8724502511156467
Maize,58.93,Karnataka,24548,13290,6346,Tumkur,656.9100109999999,21.120001,3.8299999,17.290001099999998,1.0458634,4.076350298849822,3.050220506186544,10.108385663508988,9.494767151707292,8.75557997214314,1.3428647770828936,2.850128363315787
Maize,330.54001,Karnataka,46920,23006,18188,Mysore,566.419997,79.599998,19.85,59.749998,0.949660522,5.800727710966204,4.3770140677247085,10.756199302767412,10.043510330455955,9.8085173149449,2.9882040071331994,4.090169157338816
Maize,31.66,Karnataka,49044,13855,9299,Mandya,559.229993,11.29,8.5900002,2.6999997999999987,0.102585889,3.4550540544528663,2.4239173781615704,10.800473133352277,9.536401457297078,9.137662146478197,2.1505987592790508,0.9932516989362061
Maize,527.89001,Karnataka,32894,19091,15439,Hassan,674.499999,83.849998,5.7399998,78.1099982,0.025147948,6.268887947611865,4.429029464417101,10.401045549301214,9.856972298794659,9.644652054641927,1.747459175488269,4.358118066577782
Maize,1150.42,Karnataka,63447,36388,13890,Chitradurga,536.559998,271.29999,29.58,241.71999,5.517792473,7.047882372072962,5.60322518280532,11.05796019070086,10.501994328941953,9.53892443574839,3.3870984572826535,5.487779990123177
Maize,376.54001,Karnataka,70669,37463,13491,Bellary,614.290001,98.82,31.200001,67.61999899999999,6.439305471,5.931024309854169,4.593300013417604,11.165762283308853,10.531109058215867,9.509778075438817,3.440418126866718,4.213903782491216
Maize,989.38,Karnataka,62588,31066,12903,Dharwad,505.929997,252.61,56.900002,195.709998,63.78398811,6.897078484318022,5.531846797414664,11.044328845421948,10.343869252547853,9.465215121451847,4.04129537628167,5.276633961497676
Maize,623.10999,Karnataka,92878,39229,33264,Belgaum,560.049988,142.2,95.720001,46.47999899999999,16.50813143,6.434723052161181,4.95723451736914,11.439042082978863,10.57717154818281,10.412231010097795,4.56142727348731,3.8390220910290256
Maize,463.19,Karnataka,73977,37407,23520,Bijapur / Vijayapura,652.779997,114.44,105.61,8.829999999999998,32.51771844,6.138137337079281,4.74005066818191,11.211509513063804,10.529613131664696,10.065606402012563,4.659753063758383,2.1781550146158684
Maize,3.03,Karnataka,10275,8497,2388,Bidar,911.529999,1.87,1.15000001,0.71999999,2.144761905,1.1085626195212777,0.6259384308664954,9.237469039364436,9.047468439003541,7.778211474512493,0.1397619510708109,-0.328504080860925
Maize,235.99001,Karnataka,115832,62617,22756,Raichur,685.359999,66.339996,19.540001,46.799994999999996,40.20297263,5.4637894736211745,4.194792973223457,11.659896144461257,11.044792085716162,10.032584125870539,2.9724636977917083,3.845883096085988
Maize,8.46,Karnataka,70290,46001,12551,Gulbarga / Kalaburagi,874.670022,3.28,1.89999998,1.3800000199999998,14.96447745,2.135349173618132,1.1878434223960523,11.16038482016995,10.736418414365376,9.437555622660446,0.641853875646079,0.32208351366186666
Maize,0.02,Karnataka,9700,6090,9147,Dakshina Kannada,1651.45998,1.01,1.01,0.0,0.02462354,-3.912023005428146,0.009950330853168092,9.179881164491475,8.714403360703942,9.121181235656364,0.009950330853168092,-23.025850929940457
Maize,53.790001,Karnataka,8781,4050,3845,Uttara Kannada,944.58999,10.8699999,2.0300000000000002,8.839999899999999,0.370385583,3.985087594875967,2.386006691933486,9.080345575359996,8.306472160100585,8.254528881939745,0.7080357930536961,2.1792868653373345
Maize,26.74,Karnataka,19657,11983,13550,Kodagu / Coorg,721.820012,4.5599999,1.0,3.5599999,0.0,3.286160571673797,1.51732260159647,9.8861887879578,9.391244257682517,9.514141826307847,0.0,1.269760516774051
Maize,285.42999,Tamil Nadu,85137,31903,28361,South Arcot / Cuddalore,337.709995,38.720001,2.8810000000000002,35.839001,21.8151964,5.6539967801108055,3.6563562882348224,11.35201700267959,10.370455328238235,10.2527702409553,1.0581374561023915,3.5790367138343173
Maize,43.830002,Tamil Nadu,68430,23100,18324,North Arcot / Vellore,730.030002,6.3699999,6.3699999,0.0,1.069750348,3.780318560061563,1.8515994538854847,11.133566603946543,10.047587896509885,9.815966955006633,1.8515994538854847,-23.025850929940457
